Date,IT Dep.,CostElement,Country,Forecast
01/02/2020,Other,Telecomm,USA,52
01/01/2020,Planning,Amortization,USA,834
01/02/2020,Planning,Amortization,USA,"279,844"
01/03/2020,Planning,Amortization,USA,"276,965"
01/04/2020,Planning,Amortization,USA,"272,563"
01/05/2020,Planning,Amortization,USA,"264,799"
01/06/2020,Planning,Amortization,USA,"272,222"
01/07/2020,Planning,Amortization,USA,"501,153"
01/08/2020,Planning,Amortization,USA,"357,279"
01/09/2020,Planning,Amortization,USA,"351,503"
01/10/2020,Planning,Amortization,USA,"351,502"
01/11/2020,Planning,Amortization,USA,"350,471"
01/12/2020,Planning,Amortization,USA,"348,938"
01/02/2020,Planning,CAPEX,United Kingdom,66
01/03/2020,Planning,CAPEX,United Kingdom,4
01/04/2020,Planning,CAPEX,United Kingdom,4
01/01/2020,Planning,CAPEX,USA,75
01/02/2020,Planning,CAPEX,USA,"5,577"
01/03/2020,Planning,CAPEX,USA,42
01/03/2020,Planning,Depreciation,Brazil,4
01/04/2020,Planning,Depreciation,Brazil,4
01/05/2020,Planning,Depreciation,Brazil,4
01/06/2020,Planning,Depreciation,Brazil,4
01/07/2020,Planning,Depreciation,Brazil,-3
01/08/2020,Planning,Depreciation,Brazil,-3
01/09/2020,Planning,Depreciation,Brazil,-3
01/10/2020,Planning,Depreciation,Brazil,-3
01/11/2020,Planning,Depreciation,Brazil,-3
01/12/2020,Planning,Depreciation,Brazil,-3
01/01/2020,Planning,Depreciation,USA,"316,624"
01/02/2020,Planning,Depreciation,USA,"51,392"
01/03/2020,Planning,Depreciation,USA,"66,408"
01/04/2020,Planning,Depreciation,USA,"57,234"
01/05/2020,Planning,Depreciation,USA,"49,698"
01/06/2020,Planning,Depreciation,USA,"48,442"
01/01/2020,Planning,Employee Performance,USA,43
01/02/2020,Planning,Employee Performance,USA,190
01/03/2020,Planning,Employee Performance,USA,146
01/04/2020,Planning,Employee Performance,USA,85
01/05/2020,Planning,Employee Performance,USA,"1,907"
01/06/2020,Planning,Employee Performance,USA,940
01/02/2020,Planning,External Labor,Italy,153
01/03/2020,Planning,External Labor,Italy,20
01/04/2020,Planning,External Labor,Italy,"1,451"
01/05/2020,Planning,External Labor,Italy,508
01/06/2020,Planning,External Labor,Italy,490
01/10/2020,Planning,External Labor,Italy,"1,224"
01/11/2020,Planning,External Labor,Italy,"1,224"
01/12/2020,Planning,External Labor,Italy,"1,224"
01/01/2020,Planning,External Labor,United Kingdom,"1,379"
01/02/2020,Planning,External Labor,United Kingdom,718
01/03/2020,Planning,External Labor,United Kingdom,"2,347"
01/04/2020,Planning,External Labor,United Kingdom,"2,701"
01/05/2020,Planning,External Labor,United Kingdom,"6,162"
01/07/2020,Planning,External Labor,United Kingdom,"2,132"
01/08/2020,Planning,External Labor,United Kingdom,"2,132"
01/09/2020,Planning,External Labor,United Kingdom,"2,132"
01/10/2020,Planning,External Labor,United Kingdom,"1,623"
01/11/2020,Planning,External Labor,United Kingdom,"1,623"
01/12/2020,Planning,External Labor,United Kingdom,"1,623"
01/01/2020,Planning,External Labor,USA,"21,891"
01/02/2020,Planning,External Labor,USA,"619,954"
01/03/2020,Planning,External Labor,USA,"538,887"
01/04/2020,Planning,External Labor,USA,"487,155"
01/05/2020,Planning,External Labor,USA,"909,350"
01/06/2020,Planning,External Labor,USA,"317,491"
01/07/2020,Planning,External Labor,USA,"504,013"
01/08/2020,Planning,External Labor,USA,"525,013"
01/09/2020,Planning,External Labor,USA,"525,013"
01/10/2020,Planning,External Labor,USA,"546,914"
01/11/2020,Planning,External Labor,USA,"519,827"
01/12/2020,Planning,External Labor,USA,"518,779"
01/02/2020,Planning,Hardware,United Kingdom,52
01/03/2020,Planning,Hardware,United Kingdom,4
01/06/2020,Planning,Hardware,United Kingdom,-53
01/01/2020,Planning,Hardware,USA,218
01/02/2020,Planning,Hardware,USA,"8,987"
01/03/2020,Planning,Hardware,USA,"6,862"
01/04/2020,Planning,Hardware,USA,548
01/05/2020,Planning,Hardware,USA,"2,348"
01/06/2020,Planning,Hardware,USA,"6,955"
01/07/2020,Planning,Hardware,USA,"19,340"
01/08/2020,Planning,Hardware,USA,"37,340"
01/09/2020,Planning,Hardware,USA,"68,465"
01/10/2020,Planning,Hardware,USA,"21,302"
01/11/2020,Planning,Hardware,USA,"19,340"
01/12/2020,Planning,Hardware,USA,"68,465"
01/07/2020,Planning,Hardware Maintenance,Brazil,"1,324"
01/08/2020,Planning,Hardware Maintenance,Brazil,"1,324"
01/09/2020,Planning,Hardware Maintenance,Brazil,"1,324"
01/10/2020,Planning,Hardware Maintenance,Brazil,"1,324"
01/11/2020,Planning,Hardware Maintenance,Brazil,"1,324"
01/12/2020,Planning,Hardware Maintenance,Brazil,"1,336"
01/02/2020,Planning,Hardware Maintenance,Italy,"6,162"
01/03/2020,Planning,Hardware Maintenance,Italy,"6,211"
01/04/2020,Planning,Hardware Maintenance,Italy,"6,341"
01/05/2020,Planning,Hardware Maintenance,Italy,"6,659"
01/06/2020,Planning,Hardware Maintenance,Italy,"6,424"
01/07/2020,Planning,Hardware Maintenance,Italy,"6,528"
01/08/2020,Planning,Hardware Maintenance,Italy,"6,528"
01/09/2020,Planning,Hardware Maintenance,Italy,"6,528"
01/10/2020,Planning,Hardware Maintenance,Italy,"6,528"
01/11/2020,Planning,Hardware Maintenance,Italy,"6,528"
01/12/2020,Planning,Hardware Maintenance,Italy,"6,528"
01/07/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
01/08/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
01/09/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
01/10/2020,Planning,Hardware Maintenance,United Kingdom,486
01/11/2020,Planning,Hardware Maintenance,United Kingdom,486
01/12/2020,Planning,Hardware Maintenance,United Kingdom,486
01/01/2020,Planning,Hardware Maintenance,USA,116
01/02/2020,Planning,Hardware Maintenance,USA,"2,447"
01/04/2020,Planning,Hardware Maintenance,USA,"2,462"
01/07/2020,Planning,Hardware Maintenance,USA,"13,190"
01/08/2020,Planning,Hardware Maintenance,USA,"13,190"
01/09/2020,Planning,Hardware Maintenance,USA,"13,190"
01/10/2020,Planning,Hardware Maintenance,USA,"13,190"
01/11/2020,Planning,Hardware Maintenance,USA,"13,190"
01/12/2020,Planning,Hardware Maintenance,USA,"13,197"
01/01/2020,Planning,Inbound Allocations,United Kingdom,"-3,838"
01/02/2020,Planning,Inbound Allocations,United Kingdom,"-1,964"
01/03/2020,Planning,Inbound Allocations,United Kingdom,-216
01/04/2020,Planning,Inbound Allocations,United Kingdom,"7,304"
01/05/2020,Planning,Inbound Allocations,United Kingdom,"-3,750"
01/06/2020,Planning,Inbound Allocations,United Kingdom,"21,195"
01/07/2020,Planning,Inbound Allocations,United Kingdom,"7,018"
01/08/2020,Planning,Inbound Allocations,United Kingdom,"7,018"
01/09/2020,Planning,Inbound Allocations,United Kingdom,"7,018"
01/10/2020,Planning,Inbound Allocations,United Kingdom,"6,872"
01/11/2020,Planning,Inbound Allocations,United Kingdom,"6,872"
01/12/2020,Planning,Inbound Allocations,United Kingdom,"6,872"
01/01/2020,Planning,Internal Labor,France,"13,002"
01/02/2020,Planning,Internal Labor,France,"7,509"
01/03/2020,Planning,Internal Labor,France,"9,475"
01/04/2020,Planning,Internal Labor,France,"9,708"
01/05/2020,Planning,Internal Labor,France,"10,194"
01/06/2020,Planning,Internal Labor,France,"6,945"
01/07/2020,Planning,Internal Labor,France,"7,208"
01/08/2020,Planning,Internal Labor,France,"7,208"
01/09/2020,Planning,Internal Labor,France,"7,208"
01/10/2020,Planning,Internal Labor,France,"6,120"
01/11/2020,Planning,Internal Labor,France,"6,120"
01/12/2020,Planning,Internal Labor,France,"6,120"
01/01/2020,Planning,Internal Labor,United Kingdom,"11,120"
01/02/2020,Planning,Internal Labor,United Kingdom,"6,299"
01/03/2020,Planning,Internal Labor,United Kingdom,"52,791"
01/04/2020,Planning,Internal Labor,United Kingdom,"4,495"
01/05/2020,Planning,Internal Labor,United Kingdom,"4,693"
01/06/2020,Planning,Internal Labor,United Kingdom,"4,995"
01/07/2020,Planning,Internal Labor,United Kingdom,"4,559"
01/08/2020,Planning,Internal Labor,United Kingdom,"4,559"
01/09/2020,Planning,Internal Labor,United Kingdom,"4,559"
01/10/2020,Planning,Internal Labor,United Kingdom,"4,559"
01/11/2020,Planning,Internal Labor,United Kingdom,"4,559"
01/12/2020,Planning,Internal Labor,United Kingdom,"4,559"
01/01/2020,Planning,Internal Labor,USA,"401,282"
01/02/2020,Planning,Internal Labor,USA,"388,630"
01/03/2020,Planning,Internal Labor,USA,"432,722"
01/04/2020,Planning,Internal Labor,USA,"390,954"
01/05/2020,Planning,Internal Labor,USA,"375,724"
01/06/2020,Planning,Internal Labor,USA,"374,346"
01/07/2020,Planning,Internal Labor,USA,"402,739"
01/08/2020,Planning,Internal Labor,USA,"402,678"
01/09/2020,Planning,Internal Labor,USA,"401,734"
01/10/2020,Planning,Internal Labor,USA,"411,571"
01/11/2020,Planning,Internal Labor,USA,"409,841"
01/12/2020,Planning,Internal Labor,USA,"408,152"
01/04/2020,Planning,Moving,USA,"1,640"
01/05/2020,Planning,Moving,USA,191
01/01/2020,Planning,Other,France,13
01/03/2020,Planning,Other,Italy,"-5,073"
01/01/2020,Planning,Other,United Kingdom,18
01/02/2020,Planning,Other,United Kingdom,202
01/03/2020,Planning,Other,United Kingdom,-142
01/04/2020,Planning,Other,United Kingdom,113
01/06/2020,Planning,Other,United Kingdom,"34,682"
01/07/2020,Planning,Other,United Kingdom,49
01/08/2020,Planning,Other,United Kingdom,49
01/09/2020,Planning,Other,United Kingdom,"35,281"
01/10/2020,Planning,Other,United Kingdom,49
01/11/2020,Planning,Other,United Kingdom,49
01/12/2020,Planning,Other,United Kingdom,"35,876"
01/01/2020,Planning,Other,USA,"1,415"
01/02/2020,Planning,Other,USA,691
01/03/2020,Planning,Other,USA,852
01/04/2020,Planning,Other,USA,"6,363"
01/05/2020,Planning,Other,USA,266
01/06/2020,Planning,Other,USA,471
01/07/2020,Planning,Other,USA,"3,970"
01/08/2020,Planning,Other,USA,"3,970"
01/09/2020,Planning,Other,USA,"3,970"
01/10/2020,Planning,Other,USA,"14,470"
01/11/2020,Planning,Other,USA,"32,770"
01/12/2020,Planning,Other,USA,"3,973"
01/01/2020,Planning,Outbound Allocations,United Kingdom,"-4,274"
01/02/2020,Planning,Outbound Allocations,United Kingdom,"3,810"
01/03/2020,Planning,Outbound Allocations,United Kingdom,"-9,816"
01/04/2020,Planning,Outbound Allocations,United Kingdom,"3,008"
01/05/2020,Planning,Outbound Allocations,United Kingdom,"2,628"
01/06/2020,Planning,Outbound Allocations,United Kingdom,"3,159"
01/07/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
01/08/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
01/09/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
01/10/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
01/11/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
01/12/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
01/02/2020,Planning,Outbound Allocations,USA,"-21,265"
01/03/2020,Planning,Outbound Allocations,USA,"-39,274"
01/04/2020,Planning,Outbound Allocations,USA,"-12,167"
01/06/2020,Planning,Outbound Allocations,USA,"-2,570"
01/01/2020,Planning,Software,USA,"16,624"
01/02/2020,Planning,Software,USA,"16,722"
01/03/2020,Planning,Software,USA,"83,512"
01/04/2020,Planning,Software,USA,"-15,516"
01/05/2020,Planning,Software,USA,"17,770"
01/06/2020,Planning,Software,USA,"176,629"
01/07/2020,Planning,Software,USA,"61,761"
01/08/2020,Planning,Software,USA,"51,043"
01/09/2020,Planning,Software,USA,"51,043"
01/10/2020,Planning,Software,USA,"63,543"
01/11/2020,Planning,Software,USA,"89,200"
01/12/2020,Planning,Software,USA,"94,773"
01/01/2020,Planning,Software Maintenance,Italy,"7,356"
01/02/2020,Planning,Software Maintenance,Italy,459
01/01/2020,Planning,Software Maintenance,USA,"193,442"
01/02/2020,Planning,Software Maintenance,USA,"693,854"
01/03/2020,Planning,Software Maintenance,USA,"719,232"
01/04/2020,Planning,Software Maintenance,USA,"772,800"
01/05/2020,Planning,Software Maintenance,USA,"495,242"
01/06/2020,Planning,Software Maintenance,USA,"332,389"
01/07/2020,Planning,Software Maintenance,USA,"460,683"
01/08/2020,Planning,Software Maintenance,USA,"446,231"
01/09/2020,Planning,Software Maintenance,USA,"494,795"
01/10/2020,Planning,Software Maintenance,USA,"534,579"
01/11/2020,Planning,Software Maintenance,USA,"548,142"
01/12/2020,Planning,Software Maintenance,USA,"518,897"
01/02/2020,Planning,Supplies,United Kingdom,7
01/01/2020,Planning,Supplies,USA,687
01/02/2020,Planning,Supplies,USA,352
01/03/2020,Planning,Supplies,USA,684
01/04/2020,Planning,Supplies,USA,499
01/05/2020,Planning,Supplies,USA,"1,505"
01/06/2020,Planning,Supplies,USA,405
01/07/2020,Planning,Supplies,USA,"2,040"
01/08/2020,Planning,Supplies,USA,"2,040"
01/09/2020,Planning,Supplies,USA,"2,040"
01/10/2020,Planning,Supplies,USA,"2,040"
01/11/2020,Planning,Supplies,USA,"2,040"
01/12/2020,Planning,Supplies,USA,"2,040"
01/01/2020,Planning,Taxes,USA,"1,462"
01/02/2020,Planning,Taxes,USA,"1,172"
01/03/2020,Planning,Taxes,USA,"2,325"
01/04/2020,Planning,Taxes,USA,"2,325"
01/05/2020,Planning,Taxes,USA,"2,325"
01/06/2020,Planning,Taxes,USA,"2,325"
01/01/2020,Planning,Telecomm,Brazil,50
01/02/2020,Planning,Telecomm,Brazil,11
01/03/2020,Planning,Telecomm,Brazil,11
01/04/2020,Planning,Telecomm,Brazil,12
01/05/2020,Planning,Telecomm,Brazil,12
01/06/2020,Planning,Telecomm,Brazil,12
01/07/2020,Planning,Telecomm,Brazil,-18
01/08/2020,Planning,Telecomm,Brazil,-18
01/09/2020,Planning,Telecomm,Brazil,-18
01/10/2020,Planning,Telecomm,Brazil,-18
01/11/2020,Planning,Telecomm,Brazil,-18
01/12/2020,Planning,Telecomm,Brazil,-18
01/01/2020,Planning,Telecomm,United Kingdom,"4,204"
01/02/2020,Planning,Telecomm,United Kingdom,"2,264"
01/03/2020,Planning,Telecomm,United Kingdom,175
01/04/2020,Planning,Telecomm,United Kingdom,"13,979"
01/05/2020,Planning,Telecomm,United Kingdom,"3,912"
01/06/2020,Planning,Telecomm,United Kingdom,"5,035"
01/07/2020,Planning,Telecomm,United Kingdom,"4,071"
01/08/2020,Planning,Telecomm,United Kingdom,"4,071"
01/09/2020,Planning,Telecomm,United Kingdom,"4,071"
01/10/2020,Planning,Telecomm,United Kingdom,"4,071"
01/11/2020,Planning,Telecomm,United Kingdom,"4,071"
01/12/2020,Planning,Telecomm,United Kingdom,"4,071"
01/01/2020,Planning,Telecomm,USA,"110,580"
01/02/2020,Planning,Telecomm,USA,"-90,657"
01/03/2020,Planning,Telecomm,USA,"4,497"
01/04/2020,Planning,Telecomm,USA,"4,788"
01/06/2020,Planning,Telecomm,USA,"6,007"
01/03/2020,Planning,Training,France,780
01/01/2020,Planning,Training,United Kingdom,-128
01/02/2020,Planning,Training,United Kingdom,147
01/04/2020,Planning,Training,United Kingdom,401
01/05/2020,Planning,Training,United Kingdom,-401
01/06/2020,Planning,Training,United Kingdom,-152
01/07/2020,Planning,Training,United Kingdom,486
01/08/2020,Planning,Training,United Kingdom,486
01/09/2020,Planning,Training,United Kingdom,486
01/10/2020,Planning,Training,United Kingdom,486
01/11/2020,Planning,Training,United Kingdom,486
01/12/2020,Planning,Training,United Kingdom,486
01/01/2020,Planning,Training,USA,586
01/02/2020,Planning,Training,USA,18
01/03/2020,Planning,Training,USA,"3,675"
01/04/2020,Planning,Training,USA,"8,226"
01/05/2020,Planning,Training,USA,"1,347"
01/06/2020,Planning,Training,USA,"6,882"
01/07/2020,Planning,Training,USA,"7,054"
01/08/2020,Planning,Training,USA,"7,054"
01/09/2020,Planning,Training,USA,"7,054"
01/10/2020,Planning,Training,USA,"7,054"
01/11/2020,Planning,Training,USA,"7,054"
01/12/2020,Planning,Training,USA,"7,054"
01/01/2020,Planning,Travel,France,7
01/03/2020,Planning,Travel,France,77
01/04/2020,Planning,Travel,France,885
01/05/2020,Planning,Travel,France,161
01/07/2020,Planning,Travel,France,408
01/08/2020,Planning,Travel,France,408
01/09/2020,Planning,Travel,France,408
01/10/2020,Planning,Travel,France,408
01/11/2020,Planning,Travel,France,408
01/12/2020,Planning,Travel,France,408
01/01/2020,Planning,Travel,Spain,108
01/01/2020,Planning,Travel,United Kingdom,67
01/02/2020,Planning,Travel,United Kingdom,"2,016"
01/03/2020,Planning,Travel,United Kingdom,-852
01/04/2020,Planning,Travel,United Kingdom,64
01/05/2020,Planning,Travel,United Kingdom,-9
01/06/2020,Planning,Travel,United Kingdom,123
01/07/2020,Planning,Travel,United Kingdom,233
01/08/2020,Planning,Travel,United Kingdom,233
01/09/2020,Planning,Travel,United Kingdom,233
01/10/2020,Planning,Travel,United Kingdom,240
01/11/2020,Planning,Travel,United Kingdom,240
01/12/2020,Planning,Travel,United Kingdom,240
01/01/2020,Planning,Travel,USA,618
01/02/2020,Planning,Travel,USA,570
01/03/2020,Planning,Travel,USA,"2,418"
01/04/2020,Planning,Travel,USA,884
01/05/2020,Planning,Travel,USA,"1,343"
01/06/2020,Planning,Travel,USA,"1,274"
01/01/2020,Planning,Vehicles,United Kingdom,1
01/02/2020,Planning,Vehicles,United Kingdom,1
01/03/2020,Planning,Vehicles,United Kingdom,1
01/05/2020,Planning,Vehicles,United Kingdom,1
01/06/2020,Planning,Vehicles,United Kingdom,1
01/07/2020,Portals,Administrative,USA,"-4,200"
01/08/2020,Portals,Administrative,USA,"-4,200"
01/09/2020,Portals,Administrative,USA,"-4,200"
01/10/2020,Portals,Administrative,USA,"-4,200"
01/11/2020,Portals,Administrative,USA,"-4,200"
01/12/2020,Portals,Administrative,USA,"-4,200"
01/02/2020,Portals,Amortization,USA,"5,933"
01/02/2020,Portals,Depreciation,USA,"1,079"
01/01/2020,Portals,Employee Performance,USA,4
01/02/2020,Portals,Employee Performance,USA,74
01/03/2020,Portals,Employee Performance,USA,132
01/04/2020,Portals,Employee Performance,USA,32
01/05/2020,Portals,Employee Performance,USA,4
01/06/2020,Portals,Employee Performance,USA,204
01/07/2020,Portals,Employee Performance,USA,116
01/08/2020,Portals,Employee Performance,USA,116
01/09/2020,Portals,Employee Performance,USA,116
01/10/2020,Portals,Employee Performance,USA,116
01/11/2020,Portals,Employee Performance,USA,116
01/12/2020,Portals,Employee Performance,USA,116
01/01/2020,Portals,External Labor,USA,"21,934"
01/02/2020,Portals,External Labor,USA,"13,966"
01/03/2020,Portals,External Labor,USA,"1,723"
01/04/2020,Portals,External Labor,USA,"20,437"
01/05/2020,Portals,External Labor,USA,"16,311"
01/06/2020,Portals,External Labor,USA,"7,018"
01/07/2020,Portals,External Labor,USA,"15,000"
01/08/2020,Portals,External Labor,USA,"15,000"
01/09/2020,Portals,External Labor,USA,"72,000"
01/10/2020,Portals,External Labor,USA,"15,000"
01/11/2020,Portals,External Labor,USA,"15,000"
01/12/2020,Portals,External Labor,USA,"72,000"
01/01/2020,Portals,Hardware,USA,56
01/02/2020,Portals,Hardware,USA,"1,283"
01/03/2020,Portals,Hardware,USA,13
01/06/2020,Portals,Hardware,USA,31
01/09/2020,Portals,Hardware,USA,"3,750"
01/12/2020,Portals,Hardware,USA,"3,750"
01/01/2020,Portals,Internal Labor,USA,"70,342"
01/02/2020,Portals,Internal Labor,USA,"69,364"
01/03/2020,Portals,Internal Labor,USA,"76,383"
01/04/2020,Portals,Internal Labor,USA,"65,851"
01/05/2020,Portals,Internal Labor,USA,"63,528"
01/06/2020,Portals,Internal Labor,USA,"64,282"
01/07/2020,Portals,Internal Labor,USA,"70,027"
01/08/2020,Portals,Internal Labor,USA,"70,027"
01/09/2020,Portals,Internal Labor,USA,"69,808"
01/10/2020,Portals,Internal Labor,USA,"71,373"
01/11/2020,Portals,Internal Labor,USA,"70,711"
01/12/2020,Portals,Internal Labor,USA,"70,150"
01/02/2020,Portals,Other,USA,"2,642"
01/03/2020,Portals,Other,USA,113
01/04/2020,Portals,Other,USA,"2,655"
01/05/2020,Portals,Other,USA,"2,625"
01/06/2020,Portals,Other,USA,"2,814"
01/07/2020,Portals,Other,USA,"24,142"
01/08/2020,Portals,Other,USA,"24,142"
01/09/2020,Portals,Other,USA,"24,142"
01/10/2020,Portals,Other,USA,"24,142"
01/11/2020,Portals,Other,USA,"24,142"
01/12/2020,Portals,Other,USA,"24,142"
01/02/2020,Portals,Outbound Allocations,USA,"21,600"
01/06/2020,Portals,Outbound Allocations,USA,"23,700"
01/07/2020,Portals,Recognition,USA,30
01/08/2020,Portals,Recognition,USA,30
01/09/2020,Portals,Recognition,USA,30
01/10/2020,Portals,Recognition,USA,30
01/11/2020,Portals,Recognition,USA,30
01/12/2020,Portals,Recognition,USA,30
01/01/2020,Portals,Software,USA,"9,900"
01/02/2020,Portals,Software,USA,"9,900"
01/03/2020,Portals,Software,USA,5
01/04/2020,Portals,Software,USA,"9,900"
01/05/2020,Portals,Software,USA,"9,900"
01/06/2020,Portals,Software,USA,"9,905"
01/09/2020,Portals,Software,USA,"112,500"
01/12/2020,Portals,Software,USA,"7,500"
01/03/2020,Portals,Software Maintenance,USA,186
01/04/2020,Portals,Software Maintenance,USA,"1,078"
01/05/2020,Portals,Software Maintenance,USA,750
01/06/2020,Portals,Software Maintenance,USA,"4,337"
01/03/2020,Portals,Supplies,USA,9
01/04/2020,Portals,Supplies,USA,4
01/05/2020,Portals,Supplies,USA,6
01/09/2020,Portals,Supplies,USA,"3,000"
01/12/2020,Portals,Supplies,USA,"3,000"
01/02/2020,Portals,Telecomm,USA,363
01/03/2020,Portals,Telecomm,USA,733
01/04/2020,Portals,Telecomm,USA,317
01/06/2020,Portals,Telecomm,USA,649
01/07/2020,Portals,Telecomm,USA,357
01/08/2020,Portals,Telecomm,USA,357
01/09/2020,Portals,Telecomm,USA,357
01/10/2020,Portals,Telecomm,USA,357
01/11/2020,Portals,Telecomm,USA,357
01/12/2020,Portals,Telecomm,USA,357
01/02/2020,Portals,Training,USA,168
01/03/2020,Portals,Training,USA,479
01/05/2020,Portals,Training,USA,360
01/06/2020,Portals,Training,USA,616
01/09/2020,Portals,Training,USA,"1,500"
01/12/2020,Portals,Training,USA,"1,500"
01/03/2020,Portals,Travel,USA,156
01/04/2020,Portals,Travel,USA,359
01/05/2020,Portals,Travel,USA,336
01/06/2020,Portals,Travel,USA,183
01/01/2020,Portfolio Management,Employee Performance,USA,8
01/02/2020,Portfolio Management,Employee Performance,USA,154
01/03/2020,Portfolio Management,Employee Performance,USA,9
01/05/2020,Portfolio Management,Employee Performance,USA,16
01/07/2020,Portfolio Management,Employee Performance,USA,222
01/08/2020,Portfolio Management,Employee Performance,USA,222
01/09/2020,Portfolio Management,Employee Performance,USA,222
01/10/2020,Portfolio Management,Employee Performance,USA,222
01/11/2020,Portfolio Management,Employee Performance,USA,222
01/12/2020,Portfolio Management,Employee Performance,USA,222
01/02/2020,Portfolio Management,External Labor,USA,5
01/03/2020,Portfolio Management,External Labor,USA,29
01/05/2020,Portfolio Management,External Labor,USA,"1,411"
01/06/2020,Portfolio Management,External Labor,USA,"1,642"
01/01/2020,Portfolio Management,Hardware,USA,77
01/02/2020,Portfolio Management,Hardware,USA,449
01/03/2020,Portfolio Management,Hardware,USA,383
01/04/2020,Portfolio Management,Hardware,USA,237
01/07/2020,Portfolio Management,Hardware,USA,129
01/08/2020,Portfolio Management,Hardware,USA,129
01/09/2020,Portfolio Management,Hardware,USA,129
01/10/2020,Portfolio Management,Hardware,USA,129
01/11/2020,Portfolio Management,Hardware,USA,129
01/12/2020,Portfolio Management,Hardware,USA,129
01/07/2020,Portfolio Management,Hardware Maintenance,USA,125
01/08/2020,Portfolio Management,Hardware Maintenance,USA,125
01/09/2020,Portfolio Management,Hardware Maintenance,USA,125
01/10/2020,Portfolio Management,Hardware Maintenance,USA,125
01/11/2020,Portfolio Management,Hardware Maintenance,USA,125
01/12/2020,Portfolio Management,Hardware Maintenance,USA,125
01/01/2020,Portfolio Management,Internal Labor,USA,"73,328"
01/02/2020,Portfolio Management,Internal Labor,USA,"70,219"
01/03/2020,Portfolio Management,Internal Labor,USA,"76,034"
01/04/2020,Portfolio Management,Internal Labor,USA,"66,470"
01/05/2020,Portfolio Management,Internal Labor,USA,"63,499"
01/06/2020,Portfolio Management,Internal Labor,USA,"64,549"
01/07/2020,Portfolio Management,Internal Labor,USA,"68,747"
01/08/2020,Portfolio Management,Internal Labor,USA,"68,747"
01/09/2020,Portfolio Management,Internal Labor,USA,"68,747"
01/10/2020,Portfolio Management,Internal Labor,USA,"70,720"
01/11/2020,Portfolio Management,Internal Labor,USA,"70,097"
01/12/2020,Portfolio Management,Internal Labor,USA,"70,070"
01/01/2020,Portfolio Management,Other,USA,"13,440"
01/02/2020,Portfolio Management,Other,USA,"15,190"
01/03/2020,Portfolio Management,Other,USA,"7,595"
01/04/2020,Portfolio Management,Other,USA,"7,632"
01/05/2020,Portfolio Management,Other,USA,"7,595"
01/06/2020,Portfolio Management,Other,USA,"7,595"
01/07/2020,Portfolio Management,Other,USA,"18,222"
01/08/2020,Portfolio Management,Other,USA,"7,662"
01/09/2020,Portfolio Management,Other,USA,"7,662"
01/10/2020,Portfolio Management,Other,USA,"7,662"
01/11/2020,Portfolio Management,Other,USA,"7,662"
01/12/2020,Portfolio Management,Other,USA,"7,662"
01/07/2020,Portfolio Management,Recognition,USA,64
01/08/2020,Portfolio Management,Recognition,USA,64
01/09/2020,Portfolio Management,Recognition,USA,64
01/10/2020,Portfolio Management,Recognition,USA,64
01/11/2020,Portfolio Management,Recognition,USA,64
01/12/2020,Portfolio Management,Recognition,USA,64
01/05/2020,Portfolio Management,Software,USA,117
01/07/2020,Portfolio Management,Software,USA,45
01/08/2020,Portfolio Management,Software,USA,45
01/09/2020,Portfolio Management,Software,USA,45
01/10/2020,Portfolio Management,Software,USA,45
01/11/2020,Portfolio Management,Software,USA,45
01/12/2020,Portfolio Management,Software,USA,45
01/04/2020,Portfolio Management,Software Maintenance,USA,269
01/06/2020,Portfolio Management,Software Maintenance,USA,-269
01/02/2020,Portfolio Management,Supplies,USA,83
01/03/2020,Portfolio Management,Supplies,USA,25
01/04/2020,Portfolio Management,Supplies,USA,38
01/05/2020,Portfolio Management,Supplies,USA,68
01/06/2020,Portfolio Management,Supplies,USA,97
01/07/2020,Portfolio Management,Supplies,USA,428
01/08/2020,Portfolio Management,Supplies,USA,428
01/09/2020,Portfolio Management,Supplies,USA,428
01/10/2020,Portfolio Management,Supplies,USA,428
01/11/2020,Portfolio Management,Supplies,USA,428
01/12/2020,Portfolio Management,Supplies,USA,428
01/02/2020,Portfolio Management,Telecomm,USA,"1,977"
01/03/2020,Portfolio Management,Telecomm,USA,607
01/04/2020,Portfolio Management,Telecomm,USA,466
01/06/2020,Portfolio Management,Telecomm,USA,553
01/07/2020,Portfolio Management,Telecomm,USA,"3,164"
01/08/2020,Portfolio Management,Telecomm,USA,"3,164"
01/09/2020,Portfolio Management,Telecomm,USA,"3,164"
01/10/2020,Portfolio Management,Telecomm,USA,"3,164"
01/11/2020,Portfolio Management,Telecomm,USA,"3,164"
01/12/2020,Portfolio Management,Telecomm,USA,"3,164"
01/07/2020,Portfolio Management,Training,USA,"1,286"
01/08/2020,Portfolio Management,Training,USA,"2,036"
01/09/2020,Portfolio Management,Training,USA,"1,286"
01/10/2020,Portfolio Management,Training,USA,"1,286"
